id,latitude,longitude,earliestTime,latestTime,duration,areaType
39_1,32.089474826389,118.784003363716,50,65,3,RESIDENTIAL
40_1,32.087144639757,118.783995496962,831,846,3,COMMERCIAL
43_2,32.090238444011,118.787086046007,762,777,3,RESIDENTIAL
52_1,32.069111056858,118.776392415365,62,77,3,COMMERCIAL
58_2,32.058303222657,118.787111545139,656,671,3,COMMERCIAL
59_1,32.062683648004,118.784069824219,750,765,3,COMMERCIAL
59_2,32.062683648004,118.784069824219,774,789,3,COMMERCIAL
60_1,32.0646403,118.777414550782,772,802,3,RESIDENTIAL
65_1,32.056715223525,118.797888997396,841,871,3,COMMERCIAL
71_2,32.099260796441,118.818798556858,669,684,3,INDUSTRIAL
